Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,audio_caption,visual_caption
112,Nobody respects the bucket!,Phoebe,anger,negative,10,1,5,10,"0:11:58,551","0:11:59,947",Angry,"The image shows a man sitting on a couch in a living room. He is holding a book in his hands and there are cushions on the couch. On the right side of the image there is a table with a flower vase, candle and other objects. In the background there are chairs, a table, a refrigerator, a window, a cupboard with objects arranged in the shelves, a lamp, photo frames on the wall and a curtain."
113,You wouldn't believe what people put in here!,Phoebe,anger,negative,10,2,5,10,"00:12:00,553","00:12:02,721",Angry,"The image shows a woman standing in a kitchen next to a table and chairs. On the table there is a jug and a cloth, and on the right side of the image there is another person standing. In the background there are cupboards, a refrigerator, a window with a curtain, a clock, and a wall clock attached to the wall."
114,Look!,Phoebe,anger,negative,10,3,5,10,"00:12:02,888","00:12:04,597",Angry,"The image shows two women standing in a kitchen next to each other. One woman is holding a jug in her hand, while the other is standing beside her. On the table in front of them is a jug and a glass jar, and there are chairs around it. In the background, there is a refrigerator, a clock on the wall, a window with a curtain, a cupboard with objects arranged in the shelves, a gas stove, utensils, a kettle, a flower vase, and other objects placed on the counter-top."
115,"Okay, does this look like a garbage can to you?",Phoebe,anger,negative,10,4,5,10,"00:12:02,888","00:12:07,016",Angry,"The image shows two women standing in a kitchen next to a table and chairs. On the table there is a jug and a glass jar, and in the background there are cupboards, a refrigerator, a clock, a flower vase, and other objects on the countertop. There is also a window with a curtain, and the woman on the left is holding a jug in her hand."
116,No.,Monica,neutral,neutral,10,5,5,10,"00:12:04,765","00:12:07,016",Angry,"The image shows two women standing in a kitchen next to a table and chairs. On the table there is a jar and a glass, and on the left side of the image there are cupboards with various items on them. In the background there are frames attached to the wall and a refrigerator."
117,This is my wedding.,Ross,neutral,neutral,11,0,4,23,"00:03:10,815","00:03:12,024","The speaker sounds male, speaking English with a neutral mood.","The image shows a man and woman standing in front of a refrigerator in a kitchen. The man is wearing a brown jacket and the woman is holding something in her hand. In the background, there are shelves filled with bottles and other items, as well as a window and a wall."
118,"All right, yknow what? We really are late! Lets go! Lets go! Lets go!!",Monica,anger,negative,11,1,4,23,"00:03:13,318","00:03:16,737",Angry,"The image shows a group of people standing around a table in a kitchen. On the table there are various objects, and in the background there is a cupboard filled with bottles and other items. To the right of the table is a window with a curtain, and to the left is a door."
119,Fine. Youll-youll watch it on video when we get back.,Ross,neutral,neutral,11,2,4,23,"00:03:18,781","00:03:21,491",The speaker sounds neutral.,"The image shows a man and woman standing in a kitchen, talking to each other. In the background, there are shelves filled with bottles, jars, and other objects, as well as a window and a wall."
120,Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.,Chandler,joy,positive,11,3,4,23,"00:03:22,869","00:03:25,704",The speaker sounds happy.,"The image shows a woman in a purple shirt standing in front of a wall adorned with photo frames and a flower vase. Her face is clearly visible, with her eyes looking directly at the viewer."
121,Thank you.,Phoebe,neutral,neutral,11,4,4,23,"0:03:27,790","0:03:28,791","The speaker sounds male, speaks English, and conveys a neutral mood.","The image shows a man and woman sitting on a couch, with the woman holding a book in her hands. On the right side of the image, there is a table with a lamp, photo frame, and other objects. In the background, there are bookshelves filled with books, a statue, and a wall with a window."
122,Thank you.,Phoebe,neutral,neutral,11,5,4,23,"0:03:28,791","0:03:28,931","The speaker sounds male, speaks English, and conveys a neutral mood.",Nan
123,"All right, lets go! Bye, Pheebs!",Ross,joy,positive,11,6,4,23,"00:03:32,503","00:03:34,463","The speaker sounds English, male and is singing with a neutral mood.","The image shows a group of three people standing around a table in a kitchen. On the table there are plates and other objects, and there are chairs around it. In the background there is a kitchen platform with cupboards, a stove, and various items on the countertop. There are also racks with bottles, cups, and other items, as well as a clock on the wall. One of the people is holding a bag."
124,"Bye, Pheebs!",Joey,joy,positive,11,7,4,23,"00:03:34,631","00:03:36,340","It sounds like a young male speaking English, with a neutral mood.","The image shows a man and woman embracing in a kitchen. The kitchen is filled with various items, including a table with plates and other objects, chairs, a cupboard with bottles, utensils, a stove, a kettle, plates, spoons, and other items, a wall with a clock, a door, and a photo frame on the wall."
125,London baby!!,Joey,joy,positive,11,8,4,23,"00:03:40,803","00:03:42,554",The speaker sounds happy.,"The image shows a woman standing in front of a door with her hand on the door handle. On the right side of the image, there is a wall with various objects hanging on it, and on the left side there is an object attached to the wall."
126,"Oh, do you need a hug? You dont have to bring me anything!",Phoebe,joy,positive,11,9,4,23,"00:03:44,849","00:03:51,563",The speaker sounds happy.,"The image shows a woman standing in front of a door with her head in her hands, wearing a purple t-shirt. On the left side of the image, there is an object attached to the wall."
127,Hey!,Chandler,neutral,neutral,12,0,6,4,"00:09:47,295","00:09:49,045",The speaker sounds happy.,"The image shows a man laying on the floor in a living room next to a foosball table. The room is filled with furniture such as sofas, chairs, tables, and a carpet. There is a person standing on the right side of the room, and in the background there are cupboards, a refrigerator, a stove, a kettle, bottles, and other objects on the countertop."
128,Hey! So Estelle lined up a bunch of auditions for me tomorrow and Ill have my health insurance back in no time.,Joey,joy,positive,12,1,6,4,"00:09:47,295","00:09:56,177",The speaker sounds happy.,"The image shows a man laying on the floor in a living room next to a foosball table. The room is filled with furniture such as sofas, chairs, tables, and a carpet. There is a person standing on the right side of the room, and in the background there are cupboards, a refrigerator, a stove, a kettle, bottles, and other objects on the countertop."
129,"Thats great, but shouldnt you be on the toilet right now?",Chandler,disgust,negative,12,2,6,4,"00:09:57,346","00:10:00,890",The speaker sounds angry.,"The image shows a man in a suit and tie standing in front of a refrigerator, with a frame attached to the wall and a door in the background."
130,What?!,Joey,surprise,negative,12,3,6,4,"0:10:04,312","0:10:05,647",The speaker sounds surprised.,"The image shows a man sitting on the floor in front of a couch, wearing a purple t-shirt and black pants. He appears to be in a state of distress, with his head in his hands and a look of despair on his face. The floor is covered with a carpet and there is a pole in the background."
131,Whats wrong with you?,Chandler,disgust,negative,12,4,6,4,"0:10:05,647","0:10:06,929",Angry,"The image shows a man standing in a kitchen next to a woman sitting on the floor. On the right side of the image there is a table with various objects on it, and on the left side there are chairs. In the background there are cupboards, a refrigerator, a microwave oven, a sink, a tap, a kettle, and other objects on the kitchen platform. There are also frames attached to the wall and a door."
132,Nothing!,Joey,neutral,neutral,12,5,6,4,"00:10:07,023","00:10:08,023","The speaker sounds male, happy and his voice is neutral.","The image shows a man standing in a kitchen next to a woman sitting on the floor. On the right side of the image there is a table with various objects on it, and on the left side there are chairs. In the background there are cupboards, a refrigerator, a microwave oven, a kettle, and other objects on the kitchen platform. There are also frames attached to the wall and a door."
